SpineBase;;;SpineMid;;;Neck;;;Head;;;ShoulderLeft;;;ElbowLeft;;;WristLeft;;;HandLeft;;;ShoulderRight;;;ElbowRight;;;WristRight;;;HandRight;;;HipLeft;;;KneeLeft;;;AnkleLeft;;;FootLeft;;;HipRight;;;KneeRight;;;AnkleRight;;;FootRight;;;SpineShoulder;;;HandTipLeft;;;ThumbLeft;;;HandTipRight;;;ThumbRight;;;
X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;
0.3013581;0.2544058;3.309379;0.2945603;0.563047;3.30344;0.286853;0.8638673;3.287182;0.2793821;0.9878032;3.258826;0.1244602;0.73797;3.275308;0.05425347;0.4973839;3.274972;0.0529864;0.2775629;3.229339;0.0627203;0.2021851;3.189591;0.4417987;0.7437313;3.289299;0.5042396;0.4782068;3.318242;0.529172;0.2642081;3.279392;0.5155635;0.1862442;3.239876;0.2284801;0.2486853;3.268759;0.2283468;-0.1065027;3.337435;0.2542928;-0.4444637;3.343037;0.2264769;-0.5173024;3.241613;0.3676812;0.2545725;3.278557;0.3530032;-0.1119846;3.312201;0.3416817;-0.4495263;3.342134;0.3473041;-0.517828;3.243296;0.2889394;0.7898244;3.293324;0.06221548;0.1295458;3.161968;0.08651358;0.1953784;3.156667;0.5149338;0.1071686;3.219059;0.5280244;0.1764233;3.226818;
0.3006085;0.2529894;3.310853;0.2940802;0.5620608;3.305995;0.28673;0.8633413;3.290864;0.2806844;0.988059;3.263694;0.1255166;0.7365015;3.27803;0.05972255;0.4932261;3.27805;0.06092488;0.2717152;3.224301;0.07034513;0.2150609;3.189213;0.4424909;0.7427856;3.291525;0.5034587;0.4762832;3.316757;0.5277513;0.2659569;3.274888;0.5127961;0.1940554;3.230142;0.227861;0.2472324;3.270778;0.2249348;-0.1070916;3.341367;0.2543012;-0.4442534;3.343855;0.226495;-0.5168448;3.243798;0.3668426;0.2532288;3.279483;0.3593735;-0.1057805;3.319795;0.3388318;-0.448342;3.342944;0.3471077;-0.5179714;3.243038;0.2887205;0.7891763;3.296724;0.06624822;0.1462052;3.148964;0.09709623;0.1913044;3.154;0.5157679;0.1168081;3.20877;0.5263436;0.163979;3.212111;
0.2990582;0.2515933;3.312328;0.2932932;0.5611461;3.308532;0.2867751;0.8628104;3.29467;0.2813719;0.9876213;3.267906;0.1262425;0.7350287;3.279763;0.06312141;0.4918276;3.278851;0.06642326;0.2696861;3.223008;0.08056348;0.2174358;3.192613;0.4434577;0.7415529;3.293789;0.5019581;0.4770418;3.314741;0.5227644;0.2779156;3.26622;0.5120564;0.2077292;3.223917;0.2263451;0.2459921;3.272868;0.2224232;-0.1074359;3.342893;0.2553367;-0.4421638;3.346285;0.2398726;-0.5174929;3.248125;0.3652526;0.2516935;3.280343;0.3664488;-0.1003075;3.325298;0.3420033;-0.4438218;3.348526;0.3462514;-0.5186343;3.242913;0.2885393;0.7885479;3.300191;0.07942189;0.1467017;3.159963;0.1046245;0.2014444;3.158571;0.5154626;0.1230336;3.186386;0.5224279;0.1760229;3.200111;
0.2988145;0.2512112;3.313312;0.2938261;0.5609873;3.310228;0.2884919;0.8629552;3.297078;0.2825923;0.9885067;3.273247;0.1272091;0.7344417;3.280866;0.06655134;0.4893061;3.278336;0.07403976;0.2800266;3.225738;0.09012935;0.2174847;3.197187;0.4445958;0.7408773;3.295861;0.5013798;0.4766189;3.314382;0.521314;0.2786994;3.263463;0.5092602;0.2102076;3.220763;0.2260614;0.2453623;3.274489;0.2229601;-0.1072885;3.34392;0.2570844;-0.4372382;3.348634;0.2459394;-0.517523;3.249475;0.3650802;0.251521;3.280772;0.3691891;-0.1009076;3.329112;0.3437731;-0.4414504;3.35158;0.3458309;-0.5207595;3.243169;0.2899293;0.7886113;3.302434;0.08699416;0.148938;3.152612;0.127679;0.1975476;3.18025;0.5115584;0.1256688;3.180053;0.5240238;0.1925911;3.20875;
0.2977911;0.2504097;3.314484;0.2938741;0.5606002;3.312087;0.2898377;0.8629397;3.299953;0.2843823;0.9902309;3.278028;0.1280921;0.733882;3.281344;0.07019205;0.4873921;3.27741;0.07981257;0.2861667;3.227628;0.09751102;0.2266807;3.204724;0.4454103;0.7399306;3.297867;0.501241;0.4758028;3.31405;0.5197579;0.2778242;3.262696;0.503562;0.2091311;3.213574;0.2252885;0.2448836;3.275357;0.2202086;-0.1063934;3.345364;0.2570587;-0.4374003;3.349086;0.2463981;-0.5175301;3.24879;0.3638381;0.2504019;3.28214;0.3700292;-0.102226;3.329998;0.3435293;-0.4414248;3.351696;0.3430037;-0.522599;3.243422;0.2909099;0.7884941;3.305036;0.09694373;0.1557542;3.168709;0.1263707;0.2134588;3.174875;0.5124795;0.1230144;3.18572;0.514929;0.1966224;3.204286;
0.2972997;0.2500492;3.315217;0.2942677;0.5604934;3.313357;0.2915317;0.8631537;3.301888;0.2850236;0.9900903;3.278895;0.1289114;0.7342264;3.282998;0.07539687;0.4874622;3.277931;0.08764668;0.2882181;3.22913;0.1221595;0.2398365;3.220175;0.4461957;0.7391019;3.299228;0.5009645;0.4762287;3.313823;0.5183753;0.2784762;3.260859;0.5072883;0.2246408;3.223364;0.2248465;0.2446423;3.276156;0.2221406;-0.1070597;3.346257;0.2560046;-0.4385471;3.349479;0.243756;-0.5182269;3.248616;0.3633207;0.2499567;3.282735;0.3705406;-0.1047532;3.331386;0.3434429;-0.4416091;3.351665;0.3420011;-0.5237105;3.242851;0.2922463;0.7886205;3.306816;0.1210782;0.1745932;3.185774;0.1568249;0.260052;3.21708;0.5126172;0.1515485;3.177881;0.5197691;0.2133546;3.213834;
0.2977169;0.2500853;3.317272;0.2960633;0.5609947;3.316294;0.2945904;0.8641069;3.305022;0.2882696;0.9918801;3.282324;0.1311657;0.7340978;3.284615;0.07841782;0.4873774;3.2782;0.1080805;0.2505894;3.224464;0.131205;0.1766948;3.209406;0.4478207;0.7386706;3.30235;0.5010402;0.4760442;3.314175;0.5181655;0.278385;3.260657;0.5074977;0.2232507;3.22244;0.2251696;0.2448215;3.277602;0.2217867;-0.106063;3.347136;0.2528047;-0.4406279;3.35112;0.2411143;-0.5191823;3.246976;0.3638195;0.249819;3.285367;0.371241;-0.1045036;3.331989;0.3448949;-0.4353688;3.354405;0.3432633;-0.5220952;3.244442;0.2950365;0.7894767;3.309955;0.1274823;0.1023905;3.198658;0.1652151;0.1667973;3.196308;0.5124333;0.1500126;3.182049;0.5180311;0.2025813;3.211932;
0.298826;0.249891;3.318516;0.2971457;0.5608348;3.317264;0.2953005;0.8639488;3.305473;0.290292;0.9916352;3.283504;0.1321066;0.7345655;3.285941;0.08051955;0.4864052;3.277528;0.1004468;0.2870975;3.2326;0.1272181;0.2102008;3.213888;0.4481921;0.7386493;3.302888;0.5009161;0.4758848;3.31448;0.5178892;0.2782799;3.26065;0.5060582;0.2270458;3.225737;0.2264847;0.2447217;3.278868;0.2214222;-0.1040511;3.347644;0.2533754;-0.4467803;3.348309;0.2454144;-0.5188457;3.245532;0.364695;0.2495694;3.286513;0.3631433;-0.1109127;3.334626;0.3447385;-0.435814;3.353754;0.3423095;-0.5227163;3.243996;0.2958581;0.7893205;3.310532;0.1185592;0.1297922;3.168211;0.1589132;0.2114594;3.191308;0.5104473;0.1517537;3.182216;0.5185515;0.2289142;3.229;
0.2995083;0.2499306;3.320752;0.2981837;0.5610063;3.319879;0.2964218;0.8641605;3.308038;0.2946202;0.9919936;3.287684;0.1338388;0.7347058;3.288315;0.0819778;0.4861799;3.278144;0.1072246;0.2679637;3.234044;0.1328232;0.1911833;3.221648;0.4488484;0.7385063;3.304999;0.5004835;0.4761772;3.315163;0.5170337;0.2784818;3.261563;0.5046077;0.2214463;3.233633;0.2273622;0.2450213;3.281054;0.2190893;-0.1070298;3.351489;0.2545595;-0.4414413;3.350679;0.2459412;-0.5194657;3.244731;0.365171;0.249373;3.288746;0.3656856;-0.110468;3.334883;0.344636;-0.4359975;3.353716;0.340946;-0.5230569;3.244143;0.296989;0.7895331;3.313136;0.1275123;0.1155347;3.193129;0.1661619;0.1946665;3.1976;0.5144996;0.1474045;3.196551;0.5163348;0.197266;3.215;
